show_id,actor_id
s338,1323
s338,1324
s338,1325
s338,1326
s338,1327
s338,1328
s338,1329
s341,1262
s341,1330
s341,1331
s341,1332
s341,1333
s341,1334
s341,1335
s341,122
s341,1336
s341,1337
s341,106
s341,599
s342,1338
s342,1339
s342,1340
s342,1306
s342,403
s342,622
s342,1341
s342,1342
s342,1343
s342,1344
s342,1345
s342,1346
s342,973
s342,1347
s342,1348
s343,1349
s343,1350
s343,1351
s343,1352
s343,1353
s343,1354
s343,1355
s343,1356
s343,1357
s344,1358
s344,1359
s344,1360
s344,1361
s344,1362
s344,1363
s344,1364
s344,1365
s344,1366
s344,1367
s345,1361
s345,1368
s345,1358
s345,1359
s345,1362
s345,1369
s345,1370
s346,1371
s346,1372
s346,1373
s346,1374
s346,1375
s346,1376
s346,1377
s346,1378
s346,1379
s346,1380
s346,1381
s346,1382
s347,759
s347,758
s347,1383
s347,1384
s347,1385
s347,784
s347,442
s347,1386
s347,1387
s347,61
s348,1388
s348,1389
s348,60
s348,1390
s348,1391
s348,1392
s348,1393
s349,1394
s349,1395
s349,514
s349,1396
s349,1397
s349,1398
s349,1399
s350,1400
s350,1401
s350,1402
s350,1005
s350,1403
s350,622
s350,1404
s350,1405
s350,1406
s350,1407
s350,1408
s350,1409
s350,1410
s350,1411
s350,1412
s351,780
s351,1413
s351,406
s351,1414
s351,605
s351,1415
s351,1416
s351,1417
s351,1418
s351,1419
s351,1420
s351,1421
s352,1422
s352,1423
s352,1424
s352,1425
s352,1426
s352,1427
s352,1428
s352,1429
s352,1430
s352,1431
s353,1432
s353,220
s353,1433
s353,1298
s353,1434
s353,1435
s353,1436
s353,1437
s354,1438
s354,332
s354,1439
s354,1440
s354,1441
s354,1442
s354,1443
s354,1444
s355,451
s355,1349
s355,1445
s355,1446
s355,1447
s355,1448
s355,1449
s355,1450
s356,1451
s356,349
s356,1452
s356,1453
s356,1454
s356,1455
s356,1456
s356,622
s356,1457
s356,1458
s357,1459
s357,1158
s357,1460
s357,1461
s357,1462
s357,1463
s357,1464
s357,1465
s357,1466
s357,1467
s358,1468
s358,317
s358,1469
s358,1470
s358,1352
s358,1012
s358,1471
s358,1472
s358,1473
s358,1474
s358,1475
s358,1476
s359,1477
s359,1478
s359,1479
s359,1480
s359,1481
s359,1482
s359,1483
s359,1484
s359,1485
s359,1486
s360,574
s360,1487
s360,776
s360,495
s361,1316
s361,1488
s361,1391
s361,1489
s361,1490
s361,460
s361,1491
s361,1492
s361,1493
s361,1494
s361,1495
s361,610
s361,491
s361,1496
s361,1497
s361,1498
s361,235
s361,1499
s361,1500
s366,1501
s366,1502
s366,1503
s366,1504
s366,1505
s366,1506
s366,1507
s366,1508
s375,1509
s375,1510
s375,1511
s375,229
s375,1512
s375,1513
s378,1514
s378,1515
s378,1516
s378,1517
s378,1518
s378,1519
s378,1520
s378,1521
s378,1522
s378,1523
s378,1524
s381,1525
s381,1526
s381,1527
s381,1528
s381,1529
s381,1530
s381,1531
s381,1532
s381,1533
s381,1534
s381,1535
s384,933
s384,823
s384,1536
s384,1537
s384,916
s384,1538
s384,1539
s384,1540
s384,1541
s390,1542
s390,1543
s390,1544
s390,1545
s390,1546
s393,1492
s393,1547
s393,1262
s393,1548
s393,441
s393,1549
s393,1550
s393,1551
s393,1552
s393,1553
s393,1554
s393,1555
s393,1556
s393,1557
s393,1558
s393,1559
s394,1560
s394,1561
s394,1562
s394,1563
s394,1564
s394,1565
s394,1566
s394,1567
s394,1568
s394,1569
s394,1570
s403,1571
s403,984
s403,1572
s403,1573
s403,1574
s403,1575
s403,1576
s403,1577
s403,1578
s403,1579
s403,1580
s403,1581
s403,1582
s411,1583
s411,1584
s411,1585
s411,1586
s411,1587
s411,1588
s411,1589
s416,1583
s416,1584
s416,1585
s416,1586
s416,1587
s416,1590
s416,1591
s427,1592
s427,1593
s427,1594
s427,1595
s427,1596
s427,1597
s427,1598
s427,1599
s430,229
s430,1600
s430,837
s430,1601
s430,1602
s430,1603
s430,1604
s430,1605
s430,1606
s430,1607
s430,1608
s430,1609
s434,1610
s434,1611
s434,1612
s434,1613
s434,1614
s437,1615
s437,1616
s437,1617
s437,1618
s437,1619
s437,1620
s437,1621
s437,1622
s437,1623
s437,1624
s437,1625
s437,1626
s437,1627
s438,1628
s438,451
s438,1629
s438,1630
s438,1631
s438,1632
s438,1633
s438,1634
s438,1635
s438,1636
s438,1637
s438,1638
s440,1639
s440,1640
s440,1641
s440,1642
s440,1643
s440,1644
s440,1645
s440,1646
s440,1647
s440,1648
s446,1649
s446,400
s446,1650
s446,1651
s446,1652
s446,1653
s446,1654
s446,1655
s447,1656
s447,1657
s447,1658
s447,708
s447,1659
s447,1660
s447,1661
s447,1662
s447,1663
s447,1664
s448,1665
s448,1666
s448,1496
s448,1667
s448,1668
s448,1669
s448,452
s448,1670
s448,1671
s448,1201
s449,1665
s449,1666
s449,1496
s449,1668
s449,1669
s449,1201
s449,1671
s449,452
s449,1670
s449,1667
s450,1665
s450,1666
s450,1496
s450,1672
s450,1667
s450,1673
s450,1668
s450,1669
s450,1671
s450,452
s450,1201
s450,1670
s451,1665
s451,1666
s451,1496
s451,1201
s451,1674
s451,1667
s451,1675
s451,1673
s451,1668
s451,1669
s451,1671
s451,452
s451,1670
s451,1676
s452,1665
s452,1666
s452,1667
s452,1668
s452,1669
s452,1677
s452,1201
s452,1678
s452,1670
s452,1496
s452,1671
s452,452
s453,1679
s453,1680
s453,1681
s453,1682
s453,1683
s453,1684
s453,1685
s453,1686
s453,1687
s453,1688
s453,1689
s453,1690
s453,1691
s453,1692
s453,1693
s453,1694
s461,1695
s461,1401
s461,1696
s461,1697
s461,636
s461,651
s461,1698
s461,1699
s461,1700
s461,1701
s464,1702
s464,1703
s464,1704
s464,1705
s464,1706
s464,1707
s464,1708
s464,1709
s470,1710
s470,1711
s470,1712
s470,1713
s470,1714
s470,1715
s470,1716
s470,1717
s475,1718
s475,1665
s475,1494
s475,1719
s475,1549
s475,1453
s475,1720
s475,1721
s475,1722
s475,1723
s487,1724
s487,1725
s487,1726
s487,970
s487,1727
s487,1728
s487,1729
s487,1730
s487,1731
s487,1732
s487,388
s490,1733
s490,1734
s490,1735
s490,1736
s490,1737
s490,1738
s490,1739
s490,1740
s490,1741
s490,1742
s492,1743
s492,1675
s492,1744
s492,1745
s492,1746
s492,1747
s492,1748
s492,1749
s492,1750
s492,1751
s492,1752
s492,1018
s493,1726
s493,1753
s493,1754
s493,1755
s493,1756
s493,1757
s493,1758
s493,1759
s493,1760
s493,1761
s495,1762
s495,602
s495,1696
s495,1383
s495,1763
s495,1764
s495,451
s495,1765
s495,1766
s495,1767
s497,1768
s497,1769
s497,696
s497,1770
s497,1771
s497,1772
s497,1773
s497,1774
s497,1775
s497,1776
s503,1219
s503,1777
s503,1778
s503,233
s503,1779
s503,839
s503,1780
s504,1781
s504,1782
s504,1783
s504,1784
s504,1785
s504,1786
s504,1787
s504,1788
s504,1789
s504,1790
s507,1791
s507,1792
s507,1793
s507,1794
s509,1795
s509,1796
s509,1797
s509,1798
s509,1799
s519,822
s519,1800
s519,1801
s519,1802
s519,909
s519,1803
s519,1804
s519,1805
s529,1806
s529,1807
s529,1808
s529,1809
s529,1810
s529,1811
s529,1812
s529,1813
s530,1814
s530,1815
s530,1816
s530,1817
s530,1818
s530,1819
s530,1820
s532,1821
s532,1822
s532,1799
s532,1823
s532,1824
s532,1825
s532,1826
s532,1827
s535,1828
s535,1829
s535,1830
s535,1831
s535,1832
s535,1833
s535,1834
s542,1835
s542,1836
s542,1837
s542,829
s542,1838
s542,1839
s542,1840
s542,1841
s543,1842
s543,1843
s543,1844
s543,1845
s543,1846
s543,1847
s552,1848
s552,1849
s552,1850
s552,1851
s552,314
s552,1852
s552,830
s555,1853
s555,842
s555,1854
s555,1855
s555,834
s555,1856
s555,1857
s555,1858
s555,1859
s555,1860
s555,1861
s555,1862
s556,1460
s556,1863
s556,1864
s556,1865
s556,1866
s556,1867
s556,1868
s556,1869
s556,1870
s556,1871
s556,1872
s556,1873
s556,1874
s557,1875
s557,1876
s557,1877
s557,1878
s557,1879
s557,1880
s557,1881
s558,1882
s558,1883
s558,1884
s558,1885
s558,1886
s558,1887
s558,1888
s558,1889
s558,1890
s559,1891
s559,1892
s559,1893
s559,1894
s559,1895
s559,1896
s559,1897
s559,1898
s559,1899
s559,1900
s560,62
s560,60
s560,590
s560,1901
s560,1902
s560,622
s560,1903
s560,1904
s560,1905
s560,960
s560,1906
s560,1907
s560,1908
s560,1909
s560,1339
s562,1910
s562,1911
s562,1912
s562,1913
s562,1914
s562,1915
s562,1916
s562,106
s562,1917
s563,1910
s563,1918
s563,1913
s563,1919
s563,1914
s563,1912
s563,1920
s563,1915
s563,1921
s563,1922
s563,1923
s564,1910
s564,1924
s564,1913
s564,1914
s564,1925
s564,1912
s564,1915
s564,1916
s564,1918
s564,1923
s565,1926
s565,1927
s565,1306
s565,1924
s565,622
s565,1928
s565,403
s565,1345
s565,1338
s565,1339
s567,1929
s567,1930
s567,1931
s567,1762
s567,1932
s567,1933
s567,1934
s567,648
s567,1935
s567,512
s567,1936
s567,1937
s568,1938
s568,1939
s568,1940
s568,1934
s568,1941
s568,1942
s568,1943
s568,1944
s569,1945
s569,1946
s569,1947
s569,1948
s569,98
s569,1949
s569,398
s570,1950
s570,1951
s570,1952
s570,1953
s570,1954
s570,1955
s570,1956
s570,1957
s570,1958
s570,1959
s570,1960
s570,1961
s573,1394
s573,113
s573,1962
s573,1963
s573,1964
s573,1965
s574,705
s574,1966
s574,1249
s574,1967
s574,759
s574,1931
s574,1968
s574,1969
s574,1970
s574,365
s575,705
s575,1249
s575,1966
s575,60
s575,759
s575,1931
s575,1968
s575,1969
s575,365
s575,1971
s576,1972
s576,1973
s576,349
s576,1974
s576,1975
s576,1976
s576,1977
s576,1978
s576,1979
s576,1980
s577,1981
s577,1982
s577,1983
s577,1984
s577,1985
s577,1986
s577,1987
s577,1988
s577,1989
s577,1990
s577,1991
s577,1992
s577,1993
s577,1994
s577,1995
s579,1996
s579,1333
s579,1997
s579,1971
s579,1998
s579,1999
s579,2000
s579,2001
s579,2002
s579,2003
s579,2004
s580,635
s580,1236
s580,2005
s580,2006
s580,2007
s580,2008
s580,2009
s580,2010
s580,2011
s580,2012
s580,1339
s582,2013
s582,2014
s582,2015
s582,2001
s582,2016
s582,2017
s582,2018
s582,2019
s582,2020
s582,2021
s583,2022
s583,602
s583,1499
s583,2023
s583,2024
s583,15
s583,2025
s583,2026
s583,2027
s583,1491
s583,2028
s583,768
s583,2029
s583,2030
s583,1493
s583,2031
s584,404
s584,610
s584,14
s584,2032
s584,2033
s584,1748
s584,2034
s584,244
s584,2035
s584,2036
s584,2037
s585,2038
s585,1460
s585,2039
s585,2040
s585,2041
s585,2042
s585,2043
s585,2044
s585,2045
s585,2046
s585,2047
s585,2048
s585,2049
s585,2050
s586,2051
s586,1656
s586,2052
s586,2053
s586,2054
s586,2055
s586,2056
s586,2057
s590,2058
s590,2059
s590,2060
s590,2061
s590,2062
s590,2063
s590,2064
s590,2065
s590,2066
s590,2067
s592,2068
s592,970
s592,220
s592,954
s592,2069
s592,2070
s592,2071
s592,2072
s592,960
s592,2073
s592,2074
s592,2075
s592,2076
s592,2077
s593,2078
s593,2079
s593,2080
s593,666
s593,2081
s593,2082
s593,2083
s593,2084
s593,2085
s593,2086
s593,2087
s594,2088
s594,2089
s594,2090
s594,2091
s594,2092
s594,514
s594,2093
s594,2094
s594,2095
s594,2096
s595,2097
s595,2098
s595,2099
s595,1158
s595,2100
s595,2101
s595,983
s595,2102
s595,2103
s595,2104
s595,1581
s595,2105
s596,596
s596,2106
s596,2107
s596,2108
s596,2109
s597,2110
s597,2111
s597,2112
s597,2113
s597,2114
s597,2115
s597,2116
s597,2117
s598,1923
s598,1338
s598,2118
s598,784
s598,778
s598,2119
s598,2120
s598,1267
s598,613
s598,619
s599,2121
s599,2122
s599,2123
s599,2124
s599,2125
s599,2126
s599,2127
s599,2128
s599,2129
s600,2130
s600,1932
s600,2131
s600,2132
s600,2133
s600,2134
s600,1450
s600,1712
s600,2135
s600,2136
s601,2137
s601,2138
s601,2139
s601,2140
s601,2141
s601,2142
s601,2143
s601,2144
s602,2145
s602,2146
