show_id,actor_id
s8,0
s8,1
s8,2
s8,3
s8,4
s8,5
s8,6
s8,7
s9,8
s9,9
s9,10
s9,11
s10,12
s10,13
s10,14
s10,15
s10,16
s10,17
s10,18
s10,19
s10,20
s10,21
s10,22
s13,23
s13,24
s13,25
s13,26
s13,27
s13,28
s13,29
s13,30
s13,31
s13,32
s13,33
s25,34
s25,35
s25,36
s25,37
s28,38
s28,39
s28,40
s28,41
s28,42
s28,43
s28,44
s28,45
s28,46
s28,47
s28,48
s29,49
s29,50
s29,51
s29,52
s29,53
s29,54
s29,55
s29,56
s29,57
s29,58
s30,59
s30,60
s30,61
s30,62
s30,63
s30,64
s30,65
s30,66
s30,67
s30,68
s39,69
s39,70
s39,71
s39,72
s39,73
s39,74
s39,75
s39,76
s39,77
s42,78
s42,79
s42,67
s42,80
s42,81
s42,82
s42,83
s42,84
s42,85
s42,86
s43,78
s43,80
s43,81
s43,87
s43,83
s43,88
s43,89
s43,90
s43,91
s43,92
s44,93
s44,94
s44,95
s44,96
s44,97
s44,98
s44,99
s44,100
s44,101
s44,102
s45,80
s45,103
s45,104
s45,105
s45,106
s45,107
s45,108
s45,109
s47,110
s47,111
s47,112
s47,113
s47,114
s47,115
s47,116
s47,117
s47,118
s47,119
s49,110
s49,120
s49,121
s49,122
s49,123
s49,124
s49,125
s49,126
s49,127
s49,128
s49,129
s52,130
s52,131
s52,132
s52,133
s52,134
s52,135
s52,136
s52,137
s52,138
s52,139
s53,130
s53,131
s53,133
s53,134
s53,135
s53,140
s53,141
s53,142
s54,130
s54,131
s54,133
s54,134
s54,135
s54,136
s54,140
s54,143
s54,144
s54,145
s55,130
s55,131
s55,133
s55,134
s55,135
s55,137
s55,136
s55,146
s55,140
s55,147
s57,148
s57,149
s57,150
s57,151
s57,152
s57,153
s57,154
s57,155
s57,156
s57,157
s58,148
s58,149
s58,158
s58,159
s58,160
s58,151
s58,150
s58,161
s58,162
s58,163
s58,164
s59,148
s59,149
s59,151
s59,163
s59,161
s59,165
s59,166
s59,167
s59,162
s59,164
s59,168
s59,169
s59,170
s60,148
s60,149
s60,168
s60,169
s60,171
s60,172
s60,173
s60,174
s60,175
s60,176
s60,177
s60,178
s60,179
s60,157
s60,180
s60,181
s60,151
s60,161
s60,182
s60,183
s60,184
s61,148
s61,149
s61,163
s61,150
s61,185
s61,186
s61,180
s61,187
s61,188
s61,189
s61,190
s61,191
s61,192
s61,138
s62,148
s62,193
s62,149
s62,161
s62,194
s62,195
s62,196
s62,197
s62,134
s62,198
s63,148
s63,149
s63,168
s63,151
s63,141
s63,199
s63,200
s63,201
s63,202
s63,203
s64,148
s64,158
s64,149
s64,151
s64,204
s64,205
s64,206
s64,207
s64,208
s64,209
s74,210
s74,211
s74,212
s74,213
s74,214
s74,215
s74,216
s74,217
s82,218
s82,219
s82,220
s82,221
s82,222
s82,223
s82,224
s85,225
s85,226
s85,227
s85,228
s85,229
s85,230
s85,231
s85,232
s85,233
s85,234
s91,235
s91,236
s91,237
s91,238
s91,239
s91,240
s91,241
s91,242
s95,243
s95,244
s95,245
s95,246
s95,247
s95,248
s95,249
s95,250
s95,251
s95,252
s95,253
s95,254
s97,255
s97,256
s97,257
s97,258
s97,259
s97,260
s97,261
s97,262
s97,263
s97,264
s106,265
s106,266
s106,267
s106,268
s106,269
s106,270
s106,271
s106,272
s106,273
s106,274
s106,275
s108,276
s108,277
s108,278
s108,279
s108,280
s108,281
s115,282
s115,283
s115,284
s115,285
s115,286
s115,287
s115,288
s115,289
s115,290
s116,291
s116,292
s116,293
s116,294
s116,295
s116,296
s116,297
s116,298
s116,299
s116,300
s117,301
s117,302
s117,303
s117,304
s117,305
s117,306
s117,307
s117,308
s119,309
s119,310
s119,311
s119,312
s119,313
s119,314
s123,315
s123,316
s123,317
s123,318
s123,319
s123,320
s123,321
s123,322
s127,323
s127,324
s127,325
s127,326
s127,327
s127,328
s127,329
s127,330
s128,331
s128,332
s128,333
s128,334
s128,335
s128,336
s128,337
s128,338
s128,339
s128,340
s128,341
s128,342
s128,343
s128,344
s128,345
s130,346
s130,347
s130,348
s130,349
s130,350
s130,351
s130,352
s130,353
s130,354
s130,355
s132,62
s132,356
s132,357
s132,358
s132,359
s132,360
s132,361
s132,362
s132,363
s132,364
s132,365
s132,366
s134,367
s134,368
s134,369
s134,370
s134,371
s134,372
s134,373
s134,374
s134,375
s134,376
s135,62
s135,377
s135,378
s135,379
s135,380
s135,123
s135,381
s135,382
s135,383
s135,384
s135,385
s135,386
s135,387
s136,388
s136,389
s136,390
s136,391
s136,392
s136,393
s136,394
s136,395
s136,396
s136,397
s136,398
s137,399
s137,400
s137,401
s137,402
s137,113
s137,403
s137,404
s137,405
s137,406
s137,407
s138,408
s138,409
s138,410
s138,411
s138,412
s138,413
s138,414
s138,415
s138,416
s138,341
s138,417
s138,418
s138,419
s138,420
s139,421
s139,422
s139,423
s139,424
s139,425
s139,426
s139,427
s139,428
s139,429
s139,430
s140,431
s140,432
s140,433
s140,434
s140,435
s140,436
s140,437
s140,438
s140,439
s140,440
s140,441
s140,442
s140,443
s140,382
s141,444
s141,445
s141,446
s141,447
s141,448
s141,449
s141,450
s142,451
s142,452
s142,453
s142,454
s142,455
s142,456
s142,457
s142,458
s143,459
s143,460
s143,121
s143,461
s143,462
s143,463
s143,464
s143,465
s143,466
s143,467
s143,468
s143,469
s144,111
s144,470
s144,471
s144,472
s144,473
s144,474
s144,475
s144,476
s145,477
s145,478
s145,479
s145,480
s145,481
s145,443
s145,482
s145,483
s145,484
s145,485
s145,486
s145,487
s145,488
s146,477
s146,478
s146,443
s146,483
s146,482
s146,484
s146,480
s146,489
s146,490
s146,491
s147,477
s147,478
s147,480
s147,492
s147,493
s147,494
s147,495
s147,496
s147,497
s147,498
s150,499
s150,500
s150,501
s150,502
s150,503
s150,504
s150,505
s150,506
s150,507
s150,508
s150,509
s150,510
s151,511
s151,512
s151,513
s151,246
s151,514
s151,515
s151,516
s151,517
s151,518
s151,519
s151,520
s151,521
s151,522
s151,523
s151,524
s151,525
s151,526
s152,527
s152,528
s152,529
s152,530
s152,531
s152,532
s152,533
s152,534
s153,535
s153,536
s153,537
s153,538
s153,539
s156,540
s156,541
s156,542
s156,543
s156,544
s156,545
s156,546
s156,547
s156,548
s156,549
s157,422
s157,550
s157,551
s157,552
s157,553
s157,554
s157,555
s157,556
s157,557
s157,558
s157,559
s157,560
s157,561
s158,562
s158,563
s158,564
s158,565
s158,566
s158,567
s158,568
s158,569
s159,570
s159,571
s159,572
s159,573
s159,574
s159,575
s159,576
s159,577
s159,578
s159,579
s160,580
s160,531
s160,581
s160,582
s160,583
s160,584
s160,585
s160,586
s160,587
s160,588
s162,589
s162,590
s162,591
s162,592
s162,593
s162,594
s162,595
s162,596
s162,597
s162,598
s162,599
s162,404
s163,600
s163,601
s163,602
s163,603
s163,604
s163,605
s163,606
s163,607
s163,608
s163,609
s164,610
s164,611
s164,612
s164,613
s164,614
s164,615
s164,616
s164,617
s164,572
s164,618
s164,619
s165,620
s165,621
s165,622
s165,623
s165,624
s165,625
s165,626
s165,627
s165,628
s165,629
s165,630
s165,631
s165,632
s165,633
s165,634
s167,635
s167,636
s167,637
s167,638
s167,639
s167,640
s167,641
s167,431
s167,642
s167,643
s168,644
s168,645
s168,646
s168,647
s168,648
s168,649
s168,650
s168,651
s168,652
s168,653
s168,654
s169,40
s169,655
s169,656
s169,657
s169,658
s169,659
s169,660
s169,661
s170,349
s170,662
s170,663
s170,67
s170,664
s170,665
s170,666
s170,667
s170,668
s171,669
s171,670
s171,671
s171,672
s171,673
s171,674
s171,675
s171,676
s171,126
s171,677
s171,678
s171,679
s171,680
s171,681
s171,682
s171,683
s171,684
s171,685
s171,686
s171,687
s171,688
s171,689
s171,525
s171,690
s171,499
s171,691
s171,692
s171,693
s171,694
s171,695
s171,696
s171,697
s171,698
s171,699
s171,700
s171,701
s172,627
s172,401
s172,702
s172,703
s172,704
s173,705
s173,706
s173,707
s173,708
s173,709
s173,710
s173,711
s173,712
s173,713
s173,714
s173,715
s173,716
s173,717
s173,718
s174,719
s175,451
s175,720
s175,721
s175,722
s175,723
s175,724
s175,725
s175,726
s175,727
s175,728
s175,729
s175,730
s176,731
s176,732
s176,733
s176,734
s176,735
s176,736
s176,737
s176,738
s177,739
s177,740
s177,741
s177,742
s177,743
s177,744
s177,365
s177,745
s177,746
s177,747
s178,748
s178,749
s178,750
s178,751
s178,752
s178,753
s178,754
s178,755
s178,756
s178,757
s179,758
s179,759
s179,760
s179,761
s179,762
s179,763
s179,764
s179,765
s180,739
s180,766
s180,767
s180,768
s180,769
s180,770
s180,771
s180,772
s183,443
s183,386
s183,773
s183,774
s183,645
s183,775
s183,776
s183,777
s183,778
s183,779
s184,780
s184,781
s184,782
s184,783
s184,784
s184,785
s184,786
s184,787
s184,788
s184,789
s189,790
s189,791
s189,792
s189,793
s189,794
s189,795
s189,796
s189,797
s191,798
s191,799
s191,800
s192,801
s192,802
s192,803
s192,804
s192,805
s192,806
s192,807
s192,808
s192,809
s192,810
s192,811
s192,812
s192,813
s192,814
s192,815
s193,816
s193,817
s193,818
s193,819
s193,820
s193,821
s193,822
s196,823
s196,824
s196,825
s196,826
s196,827
s196,828
s196,829
s196,830
s196,831
s196,832
s199,210
s199,214
s199,833
s199,834
s199,835
s199,213
s199,212
s199,836
s199,837
s199,838
s199,839
s199,840
s199,841
s199,842
s199,843
s199,215
s200,844
s200,845
s200,846
s200,847
s200,848
s200,849
s200,850
s200,851
s201,852
s201,853
s201,845
s201,854
s201,855
s201,856
s201,857
s201,858
s202,817
s202,859
s202,845
s202,855
s202,860
s202,861
s202,862
s202,285
s202,863
s202,864
s203,817
s203,865
s203,853
s203,866
s203,818
s203,867
s204,817
s204,844
s204,868
s204,869
s204,870
s204,871
s204,872
s204,873
s204,874
s204,875
s205,817
s205,865
s205,818
s205,876
s205,877
s205,878
s205,879
s205,880
s205,881
s206,882
s206,883
s206,884
s206,818
s206,885
s206,886
s206,290
s206,887
s207,888
s207,889
s207,890
s207,891
s207,892
s207,893
s207,894
s208,895
s208,896
s208,897
s208,898
s208,899
s208,900
s208,901
s209,902
s209,903
s209,904
s209,905
s209,906
s209,907
s209,908
s209,909
s210,910
s210,911
s210,912
s210,913
s210,914
s210,915
s210,916
s210,917
s210,918
s210,919
s211,920
s211,891
s211,921
s211,922
s211,923
s211,924
s211,925
s212,926
s212,927
s212,928
s212,929
s212,930
s212,931
s212,920
s212,932
s216,933
s216,823
s216,900
s216,934
s216,935
s216,895
s216,817
s216,936
s216,899
s216,937
s216,938
s216,866
s217,939
s217,817
s217,940
s217,941
s217,942
s217,943
s217,918
s217,944
s217,945
s217,946
s218,947
s218,903
s218,817
s218,948
s218,949
s218,950
s218,951
s228,952
s228,953
s228,954
s228,955
s229,592
s229,956
s229,957
s229,958
s229,959
s229,960
s229,961
s229,962
s229,963
s229,964
s230,965
s230,966
s230,967
s230,968
s232,969
s232,970
s232,971
s232,972
s232,973
s232,44
s248,974
s248,975
s248,976
s248,977
s248,978
s248,979
s248,980
s248,981
s248,982
s252,983
s252,984
s252,985
s252,986
s252,987
s252,988
s252,989
s252,990
s252,991
s252,992
s254,993
s254,994
s254,995
s254,996
s260,997
s260,998
s260,999
s260,1000
s260,1001
s260,1002
s260,1003
s260,1004
s265,1005
s265,1006
s265,1007
s265,1008
s265,1009
s265,1010
s265,1011
s265,1012
s265,1013
s265,1014
s265,1015
s265,1016
s265,1017
s265,1018
s268,1019
s268,1020
s268,1021
s268,1022
s268,1023
s268,1024
s268,1025
s268,1026
s271,1027
s271,1028
s271,1029
s271,1030
s271,1031
s271,1032
s271,1033
s274,1034
s274,1035
s274,1036
s274,1037
s274,1038
s277,1039
s277,1040
s277,1041
s277,1042
s277,1043
s277,1044
s279,1045
s280,1046
s280,1047
s280,1048
s280,1049
s280,1050
s280,1051
s280,1052
s280,1053
s282,1054
s282,1055
s282,1056
s282,1057
s282,1058
s282,1059
s282,1060
s282,1061
s282,1062
s282,1063
s283,1064
s283,1065
s283,1066
s283,1067
s283,1068
s283,1069
s283,1070
s283,1071
s283,1072
s283,1073
s283,1074
s283,1075
s283,1076
s283,1077
s283,1078
s285,1079
s285,1080
s285,1081
s285,1082
s285,1083
s285,1084
s285,1085
s285,1086
s286,1087
s286,400
s286,240
s286,1088
s286,1089
s286,1090
s286,1091
s286,1092
s293,1093
s293,1094
s293,647
s293,1095
s293,1096
s293,1097
s293,1098
s293,1099
s293,1100
s293,1101
s294,1102
s294,1103
s294,1104
s294,1105
s294,1106
s294,1107
s294,1108
s294,1109
s294,1110
s294,1111
s296,1112
s296,70
s296,1113
s296,1114
s296,1115
s296,1116
s296,1117
s298,1118
s298,1119
s298,1120
s298,1121
s298,1122
s298,1123
s298,1124
s298,1125
s298,1126
s298,1127
s298,1128
s298,1129
s298,1130
s298,1131
s298,1132
s298,993
s298,1133
s298,1134
s298,1135
s298,1136
s298,1137
s298,1138
s299,1139
s299,837
s299,1140
s299,214
s299,1141
s299,1142
s299,1143
s299,1144
s299,229
s299,1145
s299,1146
s300,1147
s300,1148
s300,1149
s300,1150
s300,1151
s300,1152
s300,1153
s300,1154
s300,1155
s301,1156
s301,1157
s301,1158
s301,1159
s301,1160
s301,1161
s301,390
s301,1162
s302,283
s302,1163
s302,898
s302,1164
s302,1165
s302,1166
s302,1167
s304,1168
s304,1169
s304,1170
s304,1171
s304,1172
s304,1173
s304,1174
s304,1175
s304,1176
s304,1177
s305,1178
s306,1179
s306,1180
s306,1181
s306,1182
s306,1183
s306,1184
s306,1185
s306,1186
s306,1187
s306,1188
s307,1103
s307,1189
s307,1190
s307,1191
s307,1192
s307,1193
s307,1194
s307,1195
s307,1196
s307,1197
s307,1198
s307,1199
s307,1200
s308,1201
s308,1202
s308,1203
s308,1204
s308,1205
s308,1206
s308,1207
s308,1208
s308,1209
s308,1210
s309,1211
s315,1212
s315,1213
s315,1214
s315,1215
s315,1216
s315,1217
s315,517
s315,1218
s316,1219
s316,1220
s316,1221
s316,1222
s316,1223
s316,1224
s316,1225
s316,1226
s316,1227
s316,1228
s317,1229
s317,1230
s317,1231
s317,1232
s317,1233
s317,1234
s317,1235
s326,1236
s326,1237
s326,384
s326,1238
s326,246
s326,1239
s326,1240
s326,1241
s326,1242
s326,1243
s326,1244
s326,1245
s327,1236
s327,1237
s327,1239
s327,1240
s327,1241
s327,1246
s327,1247
s328,407
s328,1248
s328,781
s328,1249
s328,1250
s328,113
s328,648
s328,1251
s328,1252
s329,1253
s329,1254
s329,1255
s329,1256
s329,1257
s329,1258
s329,1259
s329,1260
s329,1261
s330,1262
s330,1263
s330,1264
s330,1265
s330,1266
s330,1267
s330,1268
s330,1269
s330,1270
s330,1271
s331,1272
s331,1273
s331,1274
s331,1275
s331,1276
s331,1277
s331,1278
s331,383
s331,1279
s331,1280
s333,1281
s333,1282
s333,441
s333,1283
s333,1284
s333,1088
s333,512
s333,412
s333,1285
s333,1286
s334,1287
s334,1288
s334,1289
s334,1290
s334,1291
s334,1292
s334,1293
s334,1294
s334,1295
s334,1296
s334,661
s334,1297
s335,1298
s335,1299
s335,1300
s335,1301
s335,1302
s335,633
s335,1303
s335,1304
s335,1305
s336,441
s336,1306
s336,1307
s336,1308
s336,642
s336,1309
s336,1310
s336,1311
s336,1312
s336,1313
s336,1314
s338,1315
s338,1316
s338,1317
s338,1318
s338,1319
s338,1320
s338,1321
s338,1322
